"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"75","2018-11-14 01:10:11",1,NA,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Milner ","Very satisfied",1948,"Woman","Secondary school","London","Conservative",10,-99,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",10,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,3116
"76","2018-11-14 03:16:19",1,NA,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1945,"Woman","Secondary school","London","Conservative",6,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Very likely","Neither agree nor disagree","A little in common","Neither","Neither positive nor negative","","Soft Brexit would be best","",1,NA,2087
"77","2018-11-14 03:30:25",3,NA,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Roger Hunt","Not satisfied",-99,"Other","Master’s degree or higher","Edinburgh","Other",1,1,NA,NA,NA,NA,NA,NA,"Too many","","","","","","",1,"Very unlikely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,6405
"78","2018-11-14 04:06:07",4,NA,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1951,"Woman","Vocational training","Bristol","Conservative",7,8,NA,NA,NA,NA,NA,NA,"Too few","","","","","","",8,"Somewhat likely","Somewhat agree","A little in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,7334
"79","2018-11-14 04:09:46",3,NA,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1966,"Woman","Secondary school","Wakefield","Labour",7,7,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Strongly agree","Nothing in common","Don’t know","Somewhat positive","","Soft Brexit would be best","",1,NA,9041
"80","2018-11-14 04:21:02",3,NA,0,1,"Somewhat closely (watch big matches, read news occasionally)","Other (insert name)","Robertson","Very satisfied",1964,"Woman","University degree","Swansea","Conservative",9,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Somewhat likely","Somewhat disagree","Nothing in common","Islam is generally compatible with the values of British society","Positive","","Hard Brexit would be best","",1,NA,9653
"81","2018-11-14 05:23:50",1,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1958,"Man","Vocational training","Chester","Labour",7,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Strongly disagree","Nothing in common","Neither","Somewhat positive","","No Brexit would be best","",1,NA,805
"82","2018-11-14 05:26:07",2,NA,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1947,"Man","University degree","Birmingham","Labour",8,7,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Somewhat disagree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","No Brexit would be best","",1,NA,11758
"83","2018-11-14 05:54:38",0,0,0,0,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Very satisfied",1965,"Man","Secondary school","Belfast","Conservative",7,7,NA,1,1,NA,1,NA,"The right amount","","","","","","",8,"Somewhat likely","Strongly agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,96
"84","2018-11-14 05:57:49",1,NA,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1961,"Man","University degree","Leicester","Conservative",7,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",7,"Very unlikely","Somewhat disagree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,5911
"85","2018-11-14 05:59:12",4,NA,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1953,"Man","Secondary school","Preston","Labour",8,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Somewhat likely","Somewhat agree","A little in common","Neither","Neither positive nor negative","","No Brexit would be best","",1,NA,4720
"86","2018-11-14 06:42:09",0,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1962,"Man","Some university","Sheffield","UK Independence Party (UKIP)",7,6,NA,1,NA,1,NA,1,"The right amount","","","","","","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,6822
"87","2018-11-14 07:26:56",0,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1957,"Man","Secondary school","Liverpool","Labour",8,8,NA,1,NA,1,NA,1,"Too many","","","","","","",9,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,10422
"88","2018-11-14 07:56:45",4,NA,1,1,"Somewhat closely (watch big matches, read news occasionally)","Daniel Sturridge","","Somewhat satisfied",1940,"Woman","Secondary school","Liverpool","Labour",5,3,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Don’t know","Somewhat positive","","No Brexit would be best","",1,NA,6685
"89","2018-11-14 08:39:39",4,NA,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1951,"Man","Secondary school","Liverpool","None of the above",7,6,NA,NA,NA,NA,NA,NA,"Too many","","","","","","",7,"Somewhat unlikely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,8600
"90","2018-11-14 08:47:33",1,NA,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1959,"Woman","Vocational training","Manchester","Labour",9,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Somewhat likely","Strongly disagree","A little in common","Islam is generally compatible with the values of British society","Positive","","Hard Brexit would be best","",1,NA,8002
"91","2018-11-14 08:47:59",3,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1962,"Man","Secondary school","Bangor","Labour",7,7,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Soft Brexit would be best","",1,NA,897
"92","2018-11-14 09:49:27",0,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",-99,"Man","University degree","Edinburgh","Scottish National Party",7,9,NA,1,NA,1,1,NA,"The right amount","","","","","","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Soft Brexit would be best","",1,NA,11416
"93","2018-11-14 10:02:05",1,NA,0,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1947,"Woman","Vocational training","Carlisle","UK Independence Party (UKIP)",7,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,1579
"94","2018-11-14 10:06:14",0,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1998,"Man","Some university","Swansea","None of the above",7,7,NA,1,1,NA,1,NA,"The right amount","","","","","","",8,"Somewhat likely","Neither agree nor disagree","A little in common","Neither","Neither positive nor negative","","No Brexit would be best","",1,NA,9269
"95","2018-11-14 10:23:38",1,NA,1,1,"Somewhat closely (watch big matches, read news occasionally)","Sadio Mané","","Very satisfied",1950,"Man","Vocational training","Truro","None of the above",7,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",7,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","","Hard Brexit would be best","",1,NA,10347
"96","2018-11-14 11:12:22",4,NA,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1956,"Man","Vocational training","Liverpool","None of the above",8,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Strongly disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,937
"97","2018-11-14 11:27:23",0,0,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","James milner","Very satisfied",1965,"Man","Secondary school","Salisbury","None of the above",9,10,NA,1,NA,1,1,NA,"Too few","","","","","","",9,"Somewhat likely","Strongly agree","Nothing in common","Don’t know","Positive","","No Brexit would be best","",1,NA,7096
"98","2018-11-14 11:29:31",2,NA,0,1,"Somewhat closely (watch big matches, read news occasionally)","Sadio Mané","","Very satisfied",1967,"Man","Some university","Manchester","Labour",5,6,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat unlikely","Somewhat agree","A little in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,4493
"99","2018-11-14 12:17:02",3,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",-99,"Woman","Secondary school","Liverpool","Conservative",7,8,NA,NA,NA,NA,NA,NA,"Too many","","","","","","",9,"Very likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,2936
"100","2018-11-14 12:36:34",3,NA,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1965,"Man","University degree","Chester","Labour",7,8,NA,NA,NA,NA,NA,NA,"Too few","","","","","","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,4398
"101","2018-11-14 12:45:41",2,NA,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1954,"Man","Some university","Bangor","Labour",7,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,7854
"102","2018-11-14 12:53:45",3,NA,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1964,"Woman","Secondary school","London","Conservative",6,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Soft Brexit would be best","",1,NA,156
"103","2018-11-14 13:13:42",2,NA,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1967,"Woman","Secondary school","Lincoln","None of the above",5,7,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Islam is generally compatible with the values of British society","Positive","","Soft Brexit would be best","",1,NA,2190
"104","2018-11-14 13:18:46",2,NA,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1964,"Man","University degree","Brighton and Hove","Labour",8,6,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat unlikely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,10368
"105","2018-11-14 13:30:04",2,NA,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1972,"Man","Master’s degree or higher","Wakefield","Labour",7,8,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","","No Brexit would be best","",1,NA,8
"106","2018-11-14 13:37:48",0,0,0,0,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Very satisfied",1953,"Man","Secondary school","Liverpool","Labour",9,7,NA,1,1,NA,1,NA,"Too many","","","","","","",6,"Somewhat likely","Somewhat agree","A little in common","Neither","Positive","","No Brexit would be best","",1,NA,1449
"107","2018-11-14 13:55:17",1,NA,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1963,"Man","University degree","Liverpool","Labour",7,7,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat unlikely","Strongly disagree","A lot in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,3001
"108","2018-11-14 14:34:30",3,NA,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1977,"Man","Secondary school","Belfast","None of the above",8,9,NA,NA,NA,NA,NA,NA,"The right amount","","","","","","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Negative","","Soft Brexit would be best","",1,NA,5025
